Índice	Disciplina	Código global	Título
342	Administração Financeira e Orçamentária - AFO	2.9.1.2	Destaque
343	Administração Financeira e Orçamentária - AFO	2.9.1.3	Provisão
344	Administração Financeira e Orçamentária - AFO	2.9.2	Movimentação de Recursos
345	Administração Financeira e Orçamentária - AFO	2.9.2.1	Cota
346	Administração Financeira e Orçamentária - AFO	2.9.2.2	Repasse
347	Administração Financeira e Orçamentária - AFO	2.9.2.3	Sub-repasse
348	Administração Financeira e Orçamentária - AFO	2.10	Transferências
349	Administração Financeira e Orçamentária - AFO	2.10.1	Considerações Gerais
350	Administração Financeira e Orçamentária - AFO	2.10.2	Transferências Obrigatórias
351	Administração Financeira e Orçamentária - AFO	2.10.3	Transferências Voluntárias (art. 25 da LRF)
352	Administração Financeira e Orçamentária - AFO	2.11	Sistemas de Informações: SIOP (antigo SIDOR), SIAFI e SIAFEM
353	Administração Financeira e Orçamentária - AFO	2.11.1	SIOP (antigo SIDOR)
354	Administração Financeira e Orçamentária - AFO	2.11.1.1	Aspectos Gerais
355	Administração Financeira e Orçamentária - AFO	2.11.1.2	Subsistemas
356	Administração Financeira e Orçamentária - AFO	2.11.1.3	Módulos
357	Administração Financeira e Orçamentária - AFO	2.11.1.3.1	Qualitativo PPA e LOA
358	Administração Financeira e Orçamentária - AFO	2.11.1.3.3	Quantitativo
359	Administração Financeira e Orçamentária - AFO	2.11.2	SIAFI
360	Administração Financeira e Orçamentária - AFO	2.11.2.1	Histórico
361	Administração Financeira e Orçamentária - AFO	2.11.2.2	Conceitos Básicos
362	Administração Financeira e Orçamentária - AFO	2.11.2.3	Objetivos
363	Administração Financeira e Orçamentária - AFO	2.11.2.4	Características
364	Administração Financeira e Orçamentária - AFO	2.11.2.5	Documentos
365	Administração Financeira e Orçamentária - AFO	2.11.2.6	Usuários
366	Administração Financeira e Orçamentária - AFO	2.11.2.7	Formas de Acesso
367	Administração Financeira e Orçamentária - AFO	2.11.2.8	Modalidades de Consulta
368	Administração Financeira e Orçamentária - AFO	2.11.2.9	Segurança do Sistema
369	Administração Financeira e Orçamentária - AFO	2.11.2.10	Registros Contábeis
370	Administração Financeira e Orçamentária - AFO	2.11.2.11	Plano de Contas
371	Administração Financeira e Orçamentária - AFO	2.11.2.12	Novo SIAFI (SIAFI WEB)
372	Administração Financeira e Orçamentária - AFO	2.11.2.13	Guia de Recolhimento da União (GRU)
373	Administração Financeira e Orçamentária - AFO	2.11.3	SIAFEM
374	Administração Financeira e Orçamentária - AFO	2.12	Lei 10.180 de 2001 - Sistemas Estruturais
375	Administração Financeira e Orçamentária - AFO	2.12.1	Disposições Gerais
376	Administração Financeira e Orçamentária - AFO	2.12.2	Sistema de Planejamento e Orçamento Federal - SPOF
377	Administração Financeira e Orçamentária - AFO	2.12.2.1	Finalidades
378	Administração Financeira e Orçamentária - AFO	2.12.2.2	Organização
379	Administração Financeira e Orçamentária - AFO	2.12.2.3	Competências
380	Administração Financeira e Orçamentária - AFO	2.12.3	Sistema de Administração Financeira Federal - SAFF
381	Administração Financeira e Orçamentária - AFO	2.12.3.1	Finalidades
382	Administração Financeira e Orçamentária - AFO	2.12.3.2	Organização
383	Administração Financeira e Orçamentária - AFO	2.12.3.3	Competências
384	Administração Financeira e Orçamentária - AFO	2.12.4	Sistema de Contabilidade Federal - SCF
385	Administração Financeira e Orçamentária - AFO	2.12.4.2	Organização
386	Administração Financeira e Orçamentária - AFO	2.12.4.3	Competências
387	Administração Financeira e Orçamentária - AFO	2.12.5	Sistema de Controle Interno do Poder Executivo Federal - SCI
388	Administração Financeira e Orçamentária - AFO	2.12.5.1	Finalidades
389	Administração Financeira e Orçamentária - AFO	2.12.5.2	Organização
390	Administração Financeira e Orçamentária - AFO	2.12.5.3	Competências
391	Administração Financeira e Orçamentária - AFO	2.13	Lei nº 4.320/64 - Normas Gerais de Direito Financeiro
392	Administração Financeira e Orçamentária - AFO	2.14	Decreto nº 10.540/2020 - Dispõe sobre o padrão mínimo de qualidade do Sistema Único e Integrado de Execução Orçamentária, Administração Financeira e Controle.
393	Administração Financeira e Orçamentária - AFO	2.15	Orçamento na Constituição Federal de 1988
394	Administração Financeira e Orçamentária - AFO	2.16	Precatórios - Disciplina Constitucional
395	Administração Financeira e Orçamentária - AFO	2.17	Manual Técnico do Orçamento (MTO)
396	Administração Financeira e Orçamentária - AFO	2.18	Manual de Contabilidade Aplicada ao Setor Público (MCASP)
397	Administração Financeira e Orçamentária - AFO	2.19	Decreto nº 93.872/1986.
398	Administração Financeira e Orçamentária - AFO	2.20	Leis Orçamentárias sem vigência
399	Administração Financeira e Orçamentária - AFO	2.21	Lei Complementar nº 101/2000 e suas alterac?o?es (Lei de Responsabilidade Fiscal - LRF).
400	Administração Financeira e Orçamentária - AFO	2.21.1	Introdução
401	Administração Financeira e Orçamentária - AFO	2.21.1.1	Histórico
402	Administração Financeira e Orçamentária - AFO	2.21.1.2	Princípios
403	Administração Financeira e Orçamentária - AFO	2.21.2	Disposições Preliminares (Art. 1º e Art. 2º)
404	Administração Financeira e Orçamentária - AFO	2.21.2.1	Amparo Constitucional
405	Administração Financeira e Orçamentária - AFO	2.21.2.2	Objetivos
406	Administração Financeira e Orçamentária - AFO	2.21.2.3	Abrangência
407	Administração Financeira e Orçamentária - AFO	2.21.2.4	Empresa Estatal Dependente
408	Administração Financeira e Orçamentária - AFO	2.21.2.5	Receita Corrente Líquida - RCL
409	Administração Financeira e Orçamentária - AFO	2.21.2.6	Outros Conceitos Preliminares
410	Administração Financeira e Orçamentária - AFO	2.21.3	Planejamento: PPA, LDO e LOA (Art. 3º ao Art. 10)
411	Administração Financeira e Orçamentária - AFO	2.21.3.1	Plano Plurianual (conteúdo vetado no art. 3º)
412	Administração Financeira e Orçamentária - AFO	2.21.3.2	Lei de Diretrizes Orçamentárias (LDO)
413	Administração Financeira e Orçamentária - AFO	2.21.3.2.1	A Lei de Diretrizes Orçamentárias na LRF
414	Administração Financeira e Orçamentária - AFO	2.21.3.2.2	Os Anexos da LDO
415	Administração Financeira e Orçamentária - AFO	2.21.3.2.2.1	Anexo de Metas Fiscais - AMF
416	Administração Financeira e Orçamentária - AFO	2.21.3.2.2.2	Anexo de Riscos Fiscais - ARF
417	Administração Financeira e Orçamentária - AFO	2.21.3.2.2.3	Anexo Específico - AE
418	Administração Financeira e Orçamentária - AFO	2.21.3.3	Lei Orçamentária Anual - LOA
419	Administração Financeira e Orçamentária - AFO	2.21.3.4	Da Execução Orçamentária e do Cumprimento das Metas
420	Administração Financeira e Orçamentária - AFO	2.21.3.4.1	Programação Financeira e Cronograma de Execução Mensal de Desembolso
421	Administração Financeira e Orçamentária - AFO	2.21.3.4.2	Limitação de Empenho e Movimentação Financeira (contingenciamento)
422	Administração Financeira e Orçamentária - AFO	2.21.3.4.3	Aspectos Gerais da Execução Orçamentária e Financeira
423	Administração Financeira e Orçamentária - AFO	2.21.4	Receita Pública (Art. 11 ao Art. 14)
424	Administração Financeira e Orçamentária - AFO	2.21.4.1	Instituição, Previsão e Arrecadação
425	Administração Financeira e Orçamentária - AFO	2.21.4.2	Regra de Ouro na LRF
426	Administração Financeira e Orçamentária - AFO	2.21.4.3	Renúncia de Receita
427	Administração Financeira e Orçamentária - AFO	2.21.5	Despesa Pública (Art. 15 ao Art. 24)
428	Administração Financeira e Orçamentária - AFO	2.21.5.1	Geração da Despesa
429	Administração Financeira e Orçamentária - AFO	2.21.5.2	Despesa Obrigatória de Caráter Continuado - DOCC
430	Administração Financeira e Orçamentária - AFO	2.21.5.3	Despesas com pessoal
431	Administração Financeira e Orçamentária - AFO	2.21.5.3.1	Conceito
432	Administração Financeira e Orçamentária - AFO	2.21.5.3.2	Limites
433	Administração Financeira e Orçamentária - AFO	2.21.5.3.3	Controle
434	Administração Financeira e Orçamentária - AFO	2.21.5.3.3.1	Nulidades
435	Administração Financeira e Orçamentária - AFO	2.21.5.3.3.2	Limite Alerta
436	Administração Financeira e Orçamentária - AFO	2.21.5.3.3.3	Limite Prudencial
437	Administração Financeira e Orçamentária - AFO	2.21.5.3.3.4	Limite Ultrapassado (Excesso)
438	Administração Financeira e Orçamentária - AFO	2.21.5.3.3.5	Exceções à aplicação de sanção
439	Administração Financeira e Orçamentária - AFO	2.21.5.3.4	Despesas com a Seguridade Social
440	Administração Financeira e Orçamentária - AFO	2.21.6	Transferências Voluntárias (Art. 25)
441	Administração Financeira e Orçamentária - AFO	2.21.7	Recursos Públicos para o Setor Privado (Art. 26 ao 28)
442	Administração Financeira e Orçamentária - AFO	2.21.8	Dívida e Endividamento (Art. 29 ao 42)
443	Administração Financeira e Orçamentária - AFO	2.21.8.1	Definições Básicas (conceitos)
444	Administração Financeira e Orçamentária - AFO	2.21.8.1.1	Dívida Pública Consolidada ou Fundada
445	Administração Financeira e Orçamentária - AFO	2.21.8.1.2	Dívida Pública Mobiliária
446	Administração Financeira e Orçamentária - AFO	2.21.8.1.3	Operação de Crédito
447	Administração Financeira e Orçamentária - AFO	2.21.8.1.4	Concessão de Garantia
448	Administração Financeira e Orçamentária - AFO	2.21.8.1.5	Refinanciamento da Dívida Mobiliária
449	Administração Financeira e Orçamentária - AFO	2.21.8.1.6	Dívida Flutuante (Art. 92, Lei 4.320/64)
450	Administração Financeira e Orçamentária - AFO	2.21.8.2	Limites da Dívida Pública e das Operações de Crédito
451	Administração Financeira e Orçamentária - AFO	2.21.8.3	Recondução da Dívida aos Limites
452	Administração Financeira e Orçamentária - AFO	2.21.8.4	Das Operações de Crédito
453	Administração Financeira e Orçamentária - AFO	2.21.8.4.1	Contratação
454	Administração Financeira e Orçamentária - AFO	2.21.8.4.2	Vedações
455	Administração Financeira e Orçamentária - AFO	2.21.8.4.3	Operações de Crédito por Antecipação de Receita (ARO)
456	Administração Financeira e Orçamentária - AFO	2.21.8.4.4	Operações com o Banco Central do Brasil (BACEN)
457	Administração Financeira e Orçamentária - AFO	2.21.8.5	Garantia e Contragarantia
458	Administração Financeira e Orçamentária - AFO	2.21.8.6	Restos a Pagar na LRF
459	Administração Financeira e Orçamentária - AFO	2.21.9	Gestão Patrimonial (Art. 43 ao Art. 47)
460	Administração Financeira e Orçamentária - AFO	2.21.9.1	Das Disponibilidades de Caixa
461	Administração Financeira e Orçamentária - AFO	2.21.9.2	Da Preservação do Patrimônio Público
462	Administração Financeira e Orçamentária - AFO	2.21.9.3	Das Empresas Controladas pelo Setor Público
463	Administração Financeira e Orçamentária - AFO	2.21.10	Transparência, Controle e Fiscalização (Art. 48 ao Art. 59)
464	Administração Financeira e Orçamentária - AFO	2.21.10.1	Da Transparência da Gestão Fiscal
465	Administração Financeira e Orçamentária - AFO	2.21.10.2	Da Escrituração e Consolidação das Contas
466	Administração Financeira e Orçamentária - AFO	2.21.10.2.1	Escrituração das Contas
467	Administração Financeira e Orçamentária - AFO	2.21.10.2.2	Consolidação das Contas
468	Administração Financeira e Orçamentária - AFO	2.21.10.3	Relatórios
469	Administração Financeira e Orçamentária - AFO	2.21.10.3.1	Do Relatório Resumido da Execução Orçamentária - RREO
470	Administração Financeira e Orçamentária - AFO	2.21.10.3.2	Do Relatório de Gestão Fiscal - RGF
471	Administração Financeira e Orçamentária - AFO	2.21.10.4	Das Prestações de Contas
472	Administração Financeira e Orçamentária - AFO	2.21.10.5	Da Fiscalização da Gestão Fiscal
473	Administração Financeira e Orçamentária - AFO	2.21.10.5.1	Fiscalização das Normas
474	Administração Financeira e Orçamentária - AFO	2.21.10.5.2	Tribunais de Contas na LRF
475	Administração Financeira e Orçamentária - AFO	2.21.11	Disposições Finais e Transitórias (Art. 60 ao Art. 75)
476	Administração Financeira e Orçamentária - AFO	2.21.11.1	Limites inferiores fixados por leis estaduais ou municipais
477	Administração Financeira e Orçamentária - AFO	2.21.11.2	Títulos da Dívida oferecidos em caução
478	Administração Financeira e Orçamentária - AFO	2.21.11.3	Contribuição municipal para outros entes
479	Administração Financeira e Orçamentária - AFO	2.21.11.4	Municípios com população inferior a 50 mil habitantes
480	Administração Financeira e Orçamentária - AFO	2.21.11.5	Assistência técnica e cooperação financeira
481	Administração Financeira e Orçamentária - AFO	2.21.11.6	Calamidade Pública
482	Administração Financeira e Orçamentária - AFO	2.21.11.7	Estado de Defesa (revogado pela LC 173/2020)
483	Administração Financeira e Orçamentária - AFO	2.21.11.8	Estado de Sítio (revogado pela LC 173/2020)
484	Administração Financeira e Orçamentária - AFO	2.21.11.9	Crescimento real baixo ou negativo do PIB
485	Administração Financeira e Orçamentária - AFO	2.21.11.10	Conselho de Gestão Fiscal
486	Administração Financeira e Orçamentária - AFO	2.21.11.11	Fundo do Regime Geral de Previdência Social - RGPS
487	Administração Financeira e Orçamentária - AFO	2.21.11.12	Regime Próprio de Previdência Social - RPPS
488	Administração Financeira e Orçamentária - AFO	2.21.11.13	Disposições Transitórias
489	Administração Financeira e Orçamentária - AFO	2.21.11.14	Infrações à LRF e normas pertinentes
490	Administração Financeira e Orçamentária - AFO	2.21.12	Alterações na LRF
491	Administração Financeira e Orçamentária - AFO	2.21.12.1	Lei Complementar nº 131 de 2009 - Transparência na gestão pública
492	Administração Geral	3.1	Introdução à Administração
493	Administração Geral	3.1.1	Conceitos introdutórios de Administração
494	Administração Geral	3.1.1.1	Conceitos de administração/organização
495	Administração Geral	3.1.1.2	Eficiência, eficácia e efetividade
496	Administração Geral	3.1.2	Ambiente organizacional
497	Administração Geral	3.1.3	Papéis dos administradores
498	Administração Geral	3.1.4	Níveis organizacionais
499	Administração Geral	3.1.5	Habilidades do Administrador
500	Administração Geral	3.1.6	Processo organizacional (PODC)
